text,page,line
"eyes, she feels that moss will cover her lids by the time she opens them again.",34,"eyes, she feels that moss will cover her lids by the time she opens them again."
"She labors for days to make a storage pad, hacking back the brush from a",34,"she labors for days to make a storage pad, hacking back the brush from a"
"few square feet. By year's end, the little nick in the undergrowth is covered",34,"few square feet. by year's end, the little nick in the undergrowth is covered"
again in shrub and saplings. She loves feeling that every headway man tries,34,again in shrub and saplings. she loves feeling that every headway man tries
to make into the relentless green blitz will be crushed.,34,to make into the relentless green blitz will be crushed.
,34,
,34,
,34,
"UNKN ow N To HER , while she rehabs backcountry fire rings and cleans",34,"unkn ow n to her , while she rehabs backcountry fire rings and cleans"
"up illegal campsites fouled with beer cans and toilet paper, an article appears.",34,"up illegal campsites fouled with beer cans and toilet paper, an article appears."
"It's published in a reputable journal, one of the best that humankind has",34,"it's published in a reputable journal, one of the best that humankind has"
"managed. Trees trade airborne aerosol signals, the article says. They make",34,"managed. trees trade airborne aerosol signals, the article says. they make"
medicines. Their fragrances alert and awaken their neighbors. They can,34,medicines. their fragrances alert and awaken their neighbors. they can
sense an attacking species and summon an air force to come to their aid. The,34,sense an attacking species and summon an air force to come to their aid. the
"authors cite her earlier, much-mocked article. They reproduce her findings",34,"authors cite her earlier, much-mocked article. they reproduce her findings"
and extend them into surprising places. Words of hers tliat she has all but,34,and extend them into surprising places. words of hers tliat she has all but
"forgotten have gone on drifting out on the open air, lighting up others, like",34,"forgotten have gone on drifting out on the open air, lighting up others, like"
a waft of pheromones.,34,a waft of pheromones.
,34,
,34,
,34,
"PATRICIA IS OUT ONE DAY in an unfamiliar drainage, sawing windthrow",34,"patricia is out one day in an unfamiliar drainage, sawing windthrow"
from a remote trail. She sees a motion in the undergrowth-the most,34,from a remote trail. she sees a motion in the undergrowth-the most
"dangerous game. Drawing nearer, she spies two researchers, a couple",34,"dangerous game. drawing nearer, she spies two researchers, a couple"
of vagabond scientists from that loose confederation who gather every,34,of vagabond scientists from that loose confederation who gather every
summer in the flimsy trailers full of lab gear in a clearing a handful of,34,summer in the flimsy trailers full of lab gear in a clearing a handful of
miles from her own cabin. She dreads these run-ins with her old tribe.,34,miles from her own cabin. she dreads these run-ins with her old tribe.
"She always says as little as possible. Today, she holds back and watches.",34,"she always says as little as possible. today, she holds back and watches."
"Through the woods, at this distance, the two men look like upright, blun­",34,"through the woods, at this distance, the two men look like upright, blun­"
dering circus bears in lumberjack costumes.,34,dering circus bears in lumberjack costumes.
,34,
                           138   •   RICHARD POWERS,35,                           138   •   richard powers
,35,
,35,
,35,
"   The pair bushwhack a little, closing in on a spot that interests them. One",35,"   the pair bushwhack a little, closing in on a spot that interests them. one"
"of the men hoots softly, a perfect, purring impersonation. She has heard the",35,"of the men hoots softly, a perfect, purring impersonation. she has heard the"
"call at night, although she has never seen the caller. This imitation would",35,"call at night, although she has never seen the caller. this imitation would"
"fool her. The man calls again. Incredibly, something answers. A duet ensues:",35,"fool her. the man calls again. incredibly, something answers. a duet ensues:"
"the bright, pert, human come-on, followed by the logy but obliging bird,",35,"the bright, pert, human come-on, followed by the logy but obliging bird,"
"hidden in the trees. A streak in the air, and the owl appears. Bird of wisdom",35,"hidden in the trees. a streak in the air, and the owl appears. bird of wisdom"
and son;erers. It's the first Strix occidentalis Patricia has ever seen. Spotted,35,and son;erers. it's the first strix occidentalis patricia has ever seen. spotted
owl: the endangered species that scientists propose to save by locking up,35,owl: the endangered species that scientists propose to save by locking up
"billions of dollars of old growth, the only place it can live. It settles down,",35,"billions of dollars of old growth, the only place it can live. it settles down,"
"mythic, on a branch three yards from its seducers. Bird and men regard each",35,"mythic, on a branch three yards from its seducers. bird and men regard each"
other. One species takes pictures. The other just spins its head and blinks its,35,other. one species takes pictures. the other just spins its head and blinks its
"enormous eyes. Then the owl is gone, followed, after further note-taking, by",35,"enormous eyes. then the owl is gone, followed, after further note-taking, by"
"the humans, leaving Patricia Westerford wondering if she wakes or sleeps.",35,"the humans, leaving patricia westerford wondering if she wakes or sleeps."
"   Three weeks later, she's near the same spot, pulling invasive plants. The",35,"   three weeks later, she's near the same spot, pulling invasive plants. the"
"thick, furry twigs of ailanthus suckers leave her fingers stinking of coffee",35,"thick, furry twigs of ailanthus suckers leave her fingers stinking of coffee"
and peanut butter. She climbs a switchback at a good clip and runs into the,35,and peanut butter. she climbs a switchback at a good clip and runs into the
"two researchers again. They're several yards up the slope, kneeling by a",35,"two researchers again. they're several yards up the slope, kneeling by a"
"downed log. Before she can flee, they see her and wave. Caught, she waves",35,"downed log. before she can flee, they see her and wave. caught, she waves"
"back and hikes up to them. The older man is on the ground, on his side, pop­",35,"back and hikes up to them. the older man is on the ground, on his side, pop­"
ping tiny creatures into specimen bottles.,35,ping tiny creatures into specimen bottles.
"   ""Ambrosia beetles?"" The two heads turn toward her, startled. Dead logs:",35,"   ""ambrosia beetles?"" the two heads turn toward her, startled. dead logs:"
"the topic was her passion once, and she forgets herself. ""When I was a stu­",35,"the topic was her passion once, and she forgets herself. ""when i was a stu­"
"dent, my teacher told us that fallen trunks were nothing but obstacles and",35,"dent, my teacher told us that fallen trunks were nothing but obstacles and"
"fire hazards.""",35,"fire hazards."""
"   The man on the ground looks up at her. ""Mine said the same thing.""",35,"   the man on the ground looks up at her. ""mine said the same thing."""
"   ""'Clear them off to improve forest health. '""",35,"   ""'clear them off to improve forest health. '"""
"    ""'Burn them out for safety and cleanliness. Above all, keep them out of",35,"    ""'burn them out for safety and cleanliness. above all, keep them out of"
"streams.'""",35,"streams.'"""
"   ""'Lay down the law and get the stagnant place producing again!'""",35,"   ""'lay down the law and get the stagnant place producing again!'"""
   All three of them chuckle. But the chuckle is like pressing on a wound.,35,   all three of them chuckle. but the chuckle is like pressing on a wound.
Improve forest health. As if forests were waiting all these four hundred million,35,improve forest health. as if forests were waiting all these four hundred million
years for us newcomers to come cure them. Science in the service of willful,35,years for us newcomers to come cure them. science in the service of willful
blindness: How could so many smart people have missed the obvious? A,35,blindness: how could so many smart people have missed the obvious? a
,35,
                           THE OVERSTORY     •   139,36,                           the overstory     •   139
,36,
,36,
,36,
"person has only to look, to see that dead logs are far more alive than living",36,"person has only to look, to see that dead logs are far more alive than living"
"ones.But the senses never have much chance,against the power of doctrine.",36,"ones.but the senses never have much chance,against the power of doctrine."
"   ""Well,"" the man on the ground says, ""I'm sticking it to the old bas­",36,"   ""well,"" the man on the ground says, ""i'm sticking it to the old bas­"
"tard now!""",36,"tard now!"""
"   Patricia smiles, hope pushing through the ache like a breeze through",36,"   patricia smiles, hope pushing through the ache like a breeze through"
"rain.""What are you studying?""",36,"rain.""what are you studying?"""
"   ""Fungi, arthropods, reptiles, amphibians, small mammals, frass, webs,",36,"   ""fungi, arthropods, reptiles, amphibians, small mammals, frass, webs,"
"denning,soil....Everything we can catch a dead log doing.""",36,"denning,soil....everything we can catch a dead log doing."""
"   ""How long have you been at it?""",36,"   ""how long have you been at it?"""
   The two men trade looks.The younger man hands down another sample,36,   the two men trade looks.the younger man hands down another sample
"bottle. ""We're six years in.""",36,"bottle. ""we're six years in."""
"   Six years, in a field where most studies last a few months. ""Where on",36,"   six years, in a field where most studies last a few months. ""where on"
"earth did you find funding for that long?""",36,"earth did you find funding for that long?"""
"   ""We're planning to study this particular log until it's gone.""",36,"   ""we're planning to study this particular log until it's gone."""
"   She laughs again, a little wilder. A cedar trunk on the wet forest floor:",36,"   she laughs again, a little wilder. a cedar trunk on the wet forest floor:"
their grad students' great-great-great-grandchildren will have to finish the,36,their grad students' great-great-great-grandchildren will have to finish the
"project. Science, in her absence, has gone as crazy as she always thought it",36,"project. science, in her absence, has gone as crazy as she always thought it"
"should be. ""You'll disappear long before it does.""",36,"should be. ""you'll disappear long before it does."""
"   The man on the ground sits up. ""Best thing about studying the forest.",36,"   the man on the ground sits up. ""best thing about studying the forest."
"You're dead by the time the future can blame you for missing the obvious!""",36,"you're dead by the time the future can blame you for missing the obvious!"""
"He looks at her as if she,too,is worth researching. ""Dr.Westerford?""",36,"he looks at her as if she,too,is worth researching. ""dr.westerford?"""
"   She blinks, as baffled as any owl. Then she remembers her uniform",36,"   she blinks, as baffled as any owl. then she remembers her uniform"
"badge,on her chest for anybody to read.But that Doctor. He could only have",36,"badge,on her chest for anybody to read.but that doctor. he could only have"
"gotten that from her buried past. ''I'm sorry,"" she says. ""I don't remember",36,"gotten that from her buried past. ''i'm sorry,"" she says. ""i don't remember"
"ever meeting you.""",36,"ever meeting you."""
"   ""You haven't!I heard you talk, years ago. Forest studies conference, in",36,"   ""you haven't!i heard you talk, years ago. forest studies conference, in"
"Columbus. Airborne signaling. I was so impressed, I ordered offprints of",36,"columbus. airborne signaling. i was so impressed, i ordered offprints of"
"your article.""",36,"your article."""
"   That wasn't me, she wants to say. That was somebody else. Someone lying",36,"   that wasn't me, she wants to say. that was somebody else. someone lying"
dead and rotting somewhere.,36,dead and rotting somewhere.
"   ""They hit you pretty hard.""",36,"   ""they hit you pretty hard."""
   She shrugs. The younger scientist looks on like a kid on a visit to the,36,   she shrugs. the younger scientist looks on like a kid on a visit to the
Smithsonian.,36,smithsonian.
,36,
                          140   • RICHARD POWERS,37,                          140   • richard powers
,37,
,37,
,37,
"   ""I knew you' d be vindicated."" Her bafflement is enough to tell him",37,"   ""i knew you' d be vindicated."" her bafflement is enough to tell him"
"everything. Why she's in the uniform of a wilderness ranger. ""Patricia. I'm",37,"everything. why she's in the uniform of a wilderness ranger. ""patricia. i'm"
"Henry. This is Jason. Come visit the station."" His voice is soft but urgent,",37,"henry. this is jason. come visit the station."" his voice is soft but urgent,"
"like there's something at stake. ""You' ll want to see what our group is doing.",37,"like there's something at stake. ""you' ll want to see what our group is doing."
"You'll want to learn what your work's been up to, while you were gone.""",37,"you'll want to learn what your work's been up to, while you were gone."""
,37,
,37,
,37,
"BY DE c ADE' s END, Dr. Westerford makes her most surprising discovery",37,"by de c ade' s end, dr. westerford makes her most surprising discovery"
"of all: she may just love her fellow men. Not all of them, but robustly and",37,"of all: she may just love her fellow men. not all of them, but robustly and"
"with enduring green gratitude, at least those three dozen regulars who take",37,"with enduring green gratitude, at least those three dozen regulars who take"
"her in and make a home for her in the Dreier Research Station, Franklin",37,"her in and make a home for her in the dreier research station, franklin"
"Experimental Forest, the Cascades, where she spends several dozen months",37,"experimental forest, the cascades, where she spends several dozen months"
in a row that are happier and more productive than she imagined possible.,37,in a row that are happier and more productive than she imagined possible.
"Henry Fallows, the group's senior scientist, puts her on a grant. Two other",37,"henry fallows, the group's senior scientist, puts her on a grant. two other"
"research teams from Corvallis add her to their payrolls. Money is tight, but",37,"research teams from corvallis add her to their payrolls. money is tight, but"
they give her a mildewed trailer in the Ghetto in the Meadow and access to,37,they give her a mildewed trailer in the ghetto in the meadow and access to
the mobile lab-all the reagents and pipettes she needs. The latrines and,37,the mobile lab-all the reagents and pipettes she needs. the latrines and
"the community showers are sinful indulgences, compared to her BLM cabin,",37,"the community showers are sinful indulgences, compared to her blm cabin,"
"with its frigid sponge baths on the porch at night. Then there's cooked food,",37,"with its frigid sponge baths on the porch at night. then there's cooked food,"
"in the shared mess hall, although some days she's so immersed in work that",37,"in the shared mess hall, although some days she's so immersed in work that"
someone must come remind her that it's time to eat again.,37,someone must come remind her that it's time to eat again.
"   Her public reputation, like Demeter's daughter, crawls back up from the",37,"   her public reputation, like demeter's daughter, crawls back up from the"
underworld. A scattering of scientific papers vindicates her original work in,37,underworld. a scattering of scientific papers vindicates her original work in
"airborne semaphores. Young researchers find supporting evidence, in spe­",37,"airborne semaphores. young researchers find supporting evidence, in spe­"
"cies after species. Acacias alert other acacias to prowling giraffes. Willows,",37,"cies after species. acacias alert other acacias to prowling giraffes. willows,"
"poplars, alders: all are caught warning each other of insect invasion across",37,"poplars, alders: all are caught warning each other of insect invasion across"
"the open air. It makes no difference, her rehabilitation. She doesn't much",37,"the open air. it makes no difference, her rehabilitation. she doesn't much"
"care what happens, outside this forest. All the world she needs is here, under",37,"care what happens, outside this forest. all the world she needs is here, under"
"this canopy-the densest biomass anywhere on Earth. Steep, steely streams",37,"this canopy-the densest biomass anywhere on earth. steep, steely streams"
scour through rickles of rock where salmon spawn-water cold enough to,37,scour through rickles of rock where salmon spawn-water cold enough to
kill all pain. Falls flash over ridges turned jade by moss and tumbled with,37,kill all pain. falls flash over ridges turned jade by moss and tumbled with
"shed branches. In the scattered openings, shot here and there through the",37,"shed branches. in the scattered openings, shot here and there through the"
"understory, sit secret congregations of salmonberry, elderberry, huckleberry,",37,"understory, sit secret congregations of salmonberry, elderberry, huckleberry,"
,37,
                            THE OVERSTORY     •   141,38,                            the overstory     •   141
,38,
,38,
,38,
"snowberry, devil's club, ocean spray, and kinnikinnick. Great straight coni­",38,"snowberry, devil's club, ocean spray, and kinnikinnick. great straight coni­"
fer monoliths fifteen stories high and a car-length thick hold a roof above all.,38,fer monoliths fifteen stories high and a car-length thick hold a roof above all.
The air around her resounds with the noise of life getting on with it. Cheebee,38,the air around her resounds with the noise of life getting on with it. cheebee
of invisible winter wrens. Industrial pock from jackhammering woodpeck­,38,of invisible winter wrens. industrial pock from jackhammering woodpeck­
ers. Warbler buzz. Thrush flutter. The scatterings of beeping grouse across,38,ers. warbler buzz. thrush flutter. the scatterings of beeping grouse across
"the forest floor. At night, the cool hoot of owls chills her blood. And, always,",38,"the forest floor. at night, the cool hoot of owls chills her blood. and, always,"
the tree frogs' song of eternity.,38,the tree frogs' song of eternity.
"   Through this Eden, her colleagues' astonishing discoveries confirm her",38,"   through this eden, her colleagues' astonishing discoveries confirm her"
"suspicions. Slow, long observation makes a laughingstock of what people",38,"suspicions. slow, long observation makes a laughingstock of what people"
think about trees. In a nutshell: the rich brown batter of soil-itself mostly,38,think about trees. in a nutshell: the rich brown batter of soil-itself mostly
"unknown microbes and invertebrates, perhaps a million species-channels",38,"unknown microbes and invertebrates, perhaps a million species-channels"
decay and builds on death in ways she only now begins to suss out. It thrills,38,decay and builds on death in ways she only now begins to suss out. it thrills
"her to sit at meals and be part of the laughter and shared data, the dizzy",38,"her to sit at meals and be part of the laughter and shared data, the dizzy"
"network trading in discoveries. The whole group of them, looking. Birders,",38,"network trading in discoveries. the whole group of them, looking. birders,"
"geologists, microbiologists, ecologists, evolutionary zoologists, soil experts,",38,"geologists, microbiologists, ecologists, evolutionary zoologists, soil experts,"
"high priests of water. Each of them knows innumerable minute, local truths.",38,"high priests of water. each of them knows innumerable minute, local truths."
Some work on projects designed to run for two hundred years or more.,38,some work on projects designed to run for two hundred years or more.
"Some are straight out of Ovid, humans on their way to turning into greener",38,"some are straight out of ovid, humans on their way to turning into greener"
"things. Together, they form one great symbiotic association, like the ones",38,"things. together, they form one great symbiotic association, like the ones"
they study.,38,they study.
   Turns out that the temperate jungle's million invisible tangled loops need,38,   turns out that the temperate jungle's million invisible tangled loops need
every kind of death-brokering intermediary to keep the circuits coursing.,38,every kind of death-brokering intermediary to keep the circuits coursing.
"Clean up such a system, and the countless self-replenishing wells run dry.",38,"clean up such a system, and the countless self-replenishing wells run dry."
This gospel of new forestry is confirmed by the most wonderful findings:,38,this gospel of new forestry is confirmed by the most wonderful findings:
"beards of lichen high in the air, that grow only on the oldest trees and inject",38,"beards of lichen high in the air, that grow only on the oldest trees and inject"
essential nitrogen back into the living system. Subterranean voles that feed,38,essential nitrogen back into the living system. subterranean voles that feed
on truffles and spread the spores of angel fungi across the forest floor. Fungi,38,on truffles and spread the spores of angel fungi across the forest floor. fungi
that infuse into the roots of trees in partnerships so tight it's hard to say,38,that infuse into the roots of trees in partnerships so tight it's hard to say
where one organism leaves off and the other begins. Hulking conifers that,38,where one organism leaves off and the other begins. hulking conifers that
sprout adventitious roots high in the canopy that dip back down to feed on,38,sprout adventitious roots high in the canopy that dip back down to feed on
the mats of soil accumulating in the vees of their own branches.,38,the mats of soil accumulating in the vees of their own branches.
"   Patricia gives herself to Douglas-firs. Arrow-straight, untapering, soar­",38,"   patricia gives herself to douglas-firs. arrow-straight, untapering, soar­"
ing up a hundred feet before the first branch. They're an ecosystem unto,38,ing up a hundred feet before the first branch. they're an ecosystem unto
,38,
                          142   • RICHARD POWERS,39,                          142   • richard powers
,39,
,39,
,39,
"themselves, hosting more than a thousand species of invertebrates. Framer",39,"themselves, hosting more than a thousand species of invertebrates. framer"
"of cities, king of industrial trees, that tree without which America would",39,"of cities, king of industrial trees, that tree without which america would"
have been a very different proposition. Her favorite individuals stand scat­,39,have been a very different proposition. her favorite individuals stand scat­
tered near the station. She can find them by headlamp.The largest of them,39,tered near the station. she can find them by headlamp.the largest of them
"must be six centuries old. He's so tall, so near the upper limits imposed by",39,"must be six centuries old. he's so tall, so near the upper limits imposed by"
"gravity, that it takes a day and a half for him to lift water from his roots",39,"gravity, that it takes a day and a half for him to lift water from his roots"
to the highest of his sixty-five million needles. And every branch smells of,39,to the highest of his sixty-five million needles. and every branch smells of
deliverance.,39,deliverance.
"   The things she catches Doug-firs doing, over the course of these years, fill",39,"   the things she catches doug-firs doing, over the course of these years, fill"
her with joy.When the lateral roots of two Douglas-firs run into each other,39,her with joy.when the lateral roots of two douglas-firs run into each other
"underground, they fuse. Through those self-grafted knots, the two trees",39,"underground, they fuse. through those self-grafted knots, the two trees"
join their vascular systems together and become one. Networked together,39,join their vascular systems together and become one. networked together
"underground by countless thousands of miles of living fungal threads, her",39,"underground by countless thousands of miles of living fungal threads, her"
"trees feed and heal each other, keep their young and sick alive, pool their",39,"trees feed and heal each other, keep their young and sick alive, pool their"
resources and metabolites into community chests....It will take years for,39,resources and metabolites into community chests....it will take years for
"the picture to emerge.There will be findings, unbelievable truths confirmed",39,"the picture to emerge.there will be findings, unbelievable truths confirmed"
"by a spreading worldwide web of researchers in Canada, Europe, Asia, all",39,"by a spreading worldwide web of researchers in canada, europe, asia, all"
happily swapping data through faster and better channels. Her trees are far,39,happily swapping data through faster and better channels. her trees are far
more social than even Patricia suspected. There are no individuals. There,39,more social than even patricia suspected. there are no individuals. there
aren't even separate species. Everything in the forest is the forest. Competi­,39,aren't even separate species. everything in the forest is the forest. competi­
tion is not separable from endless flavors of cooperation.Trees fight no more,39,tion is not separable from endless flavors of cooperation.trees fight no more
than do the leaves on a single tree.It seems most of nature isn't red in tooth,39,than do the leaves on a single tree.it seems most of nature isn't red in tooth
"and claw, after all. For one, those species at the base of the living pyramid",39,"and claw, after all. for one, those species at the base of the living pyramid"
"have neither teeth nor talons.But if trees share their storehouses, then every",39,"have neither teeth nor talons.but if trees share their storehouses, then every"
drop of red must float on a sea of green.,39,drop of red must float on a sea of green.
,39,
,39,
,39,
THE MEN want her to come back to Corvallis and teach.,39,the men want her to come back to corvallis and teach.
"   ""I'm not good enough.I don't really know anything yet.""",39,"   ""i'm not good enough.i don't really know anything yet."""
"   ""That doesn't stop us!""",39,"   ""that doesn't stop us!"""
"   But Henry Fallows tells her to think about it. ""Let's talk when you're",39,"   but henry fallows tells her to think about it. ""let's talk when you're"
"ready.""",39,"ready."""
,39,
                           THE OVERSTORY      •   143,40,                           the overstory      •   143
,40,
,40,
,40,
"THE RESEARCH STATION MANAGER, Dennis Ward, drops by with",40,"the research station manager, dennis ward, drops by with"
"little gifts, when he's on site. Wasps' nests. Insect galls. Pretty stones pol­",40,"little gifts, when he's on site. wasps' nests. insect galls. pretty stones pol­"
ished by the creeks. Their standing arrangement reminds Patricia of the one,40,ished by the creeks. their standing arrangement reminds patricia of the one
"she had with the pack rat she shared her BLM cabin with. Regular visits,",40,"she had with the pack rat she shared her blm cabin with. regular visits,"
"lightning and shy, trading in worthless trinkets. Then days of hiding. And",40,"lightning and shy, trading in worthless trinkets. then days of hiding. and"
"just as Patricia once warmed to her resident pack rat, so she grows fond of",40,"just as patricia once warmed to her resident pack rat, so she grows fond of"
"this gentle, slow-moving man.",40,"this gentle, slow-moving man."
   Dennis brings her dinner one night. It's an act of pure foraging.,40,   dennis brings her dinner one night. it's an act of pure foraging.
"Mushroom-hazel casserole, with bread he has baked in a cloche laid in a",40,"mushroom-hazel casserole, with bread he has baked in a cloche laid in a"
"brush burn. Tonight's conversation is not inspired. It rarely is, and she's",40,"brush burn. tonight's conversation is not inspired. it rarely is, and she's"
"grateful enough for that. ""How're the trees?"" he asks, as he always does. She",40,"grateful enough for that. ""how're the trees?"" he asks, as he always does. she"
"tells him what she can, minus the biochemistry.",40,"tells him what she can, minus the biochemistry."
"   ""Walk?"" he asks, when they finish rinsing the dishes into a graywater",40,"   ""walk?"" he asks, when they finish rinsing the dishes into a graywater"
"catch. A favorite question, to which she always answers, ""Walk!""",40,"catch. a favorite question, to which she always answers, ""walk!"""
   He must be ten years older. She knows nothing about him and doesn't ask.,40,   he must be ten years older. she knows nothing about him and doesn't ask.
"They talk only of work-her slow research into the roots of Douglas-firs, his",40,"they talk only of work-her slow research into the roots of douglas-firs, his"
impossible job of corralling scientists and getting them to abide by the mini­,40,impossible job of corralling scientists and getting them to abide by the mini­
mal rules. She herself is well into autumn. Forty-six-older than her father,40,mal rules. she herself is well into autumn. forty-six-older than her father
"was, when he died. All her flowers have long since faded. But here's the bee.",40,"was, when he died. all her flowers have long since faded. but here's the bee."
"   They don't go far; they can't. The clearing is small, and the trails are too",40,"   they don't go far; they can't. the clearing is small, and the trails are too"
dark to navigate. But they don't need to go far to be in the thick of all she,40,dark to navigate. but they don't need to go far to be in the thick of all she
"loves. Out into the rot, the decay, the snags, the luxuriant, prolific dying all",40,"loves. out into the rot, the decay, the snags, the luxuriant, prolific dying all"
"around them, where a terrible green rises, riding forth in all directions with",40,"around them, where a terrible green rises, riding forth in all directions with"
its converting coils.,40,its converting coils.
"   ""You're a happy woman,"" Dennis says, somewhere in that great basin",40,"   ""you're a happy woman,"" dennis says, somewhere in that great basin"
between question and claim.,40,between question and claim.
"   ""I am now.""",40,"   ""i am now."""
"   ""You like everyone who works here. That's remarkable.""",40,"   ""you like everyone who works here. that's remarkable."""
"   ""It's easy to like people who take plants seriously.""",40,"   ""it's easy to like people who take plants seriously."""
"   But she likes Dennis, too. In his spare motions and abundant silence,",40,"   but she likes dennis, too. in his spare motions and abundant silence,"
"he blurs the line between those nearly identical molecules, chlorophyll and",40,"he blurs the line between those nearly identical molecules, chlorophyll and"
hemoglobin.,40,hemoglobin.
"   ""You're self-reliant. Like your trees.""",40,"   ""you're self-reliant. like your trees."""
,40,
                          144    • RICHARD POWERS,41,                          144    • richard powers
,41,
,41,
,41,
"   ""But that's just it, Dennis.They aren't self-reliant.Everything out here is",41,"   ""but that's just it, dennis.they aren't self-reliant.everything out here is"
"cutting deals with everything else.""",41,"cutting deals with everything else."""
"   ""That's what I think, too.""",41,"   ""that's what i think, too."""
   She laughs at the purity of his hunch.,41,   she laughs at the purity of his hunch.
"   ""But you have your routines. You have your work. It keeps you going,",41,"   ""but you have your routines. you have your work. it keeps you going,"
"full time.""",41,"full time."""
"   She says nothing, spooked now. On the threshold of a contented middle",41,"   she says nothing, spooked now. on the threshold of a contented middle"
"age, this ambush.",41,"age, this ambush."
"   He feels her clench; for the length of several owl calls, he adds no syllable.",41,"   he feels her clench; for the length of several owl calls, he adds no syllable."
"Then: ""Here's the thing.It's nice to cook for you.""",41,"then: ""here's the thing.it's nice to cook for you."""
"   She sighs long and slides down into the way things need to be. ""It's good",41,"   she sighs long and slides down into the way things need to be. ""it's good"
"to be cooked for.""",41,"to be cooked for."""
   But everything is so much less spooky than she could have supposed. So,41,   but everything is so much less spooky than she could have supposed. so
"much lighter. He s,ays, ""What if we kept our separate places?And just ...",41,"much lighter. he s,ays, ""what if we kept our separate places?and just ..."
"came to each other from time to time?""",41,"came to each other from time to time?"""
"   ""That ... could happen.""",41,"   ""that ... could happen."""
"   ""Did our work. Saw each other for dinner. Like now!"" He sounds sur­",41,"   ""did our work. saw each other for dinner. like now!"" he sounds sur­"
prised to make the connection between his wild proposal and what the pres­,41,prised to make the connection between his wild proposal and what the pres­
ent already holds.,41,ent already holds.
"   ""Yes."" She can't yet believe that luck might extend so far.",41,"   ""yes."" she can't yet believe that luck might extend so far."
"   ""But I' cl want to sign the papers."" He peers out into an opening in the",41,"   ""but i' cl want to sign the papers."" he peers out into an opening in the"
"western firs, where the sun has undeniably started to set. ""Because then,",41,"western firs, where the sun has undeniably started to set. ""because then,"
"when I die, you could get the pension.""",41,"when i die, you could get the pension."""
"   She takes his shaking hand in the dark.It feels good, like a root must feel,",41,"   she takes his shaking hand in the dark.it feels good, like a root must feel,"
"when it finds, after centuries, another root to pleach to underground.There",41,"when it finds, after centuries, another root to pleach to underground.there"
"are a hundred thousand species of love, separately invented, each more inge­",41,"are a hundred thousand species of love, separately invented, each more inge­"
"nious than the last, and every one of them keeps making things.",41,"nious than the last, and every one of them keeps making things."
,41,
